Variable,Model,Detail,Sampling,Accuracy,F1_low,F1_high,Precision_low,Recall_low,Precision_high,Recall_high
Images basic features vs gdp per capita,logistic ridge regression,Features standardised,smote,0.896882494004796,0.945638432364096,,0.896882494004796,1,,0
Images basic features vs gdp per capita,logistic lasso regression,Features standardised,no sampling,0.896882494004796,0.945638432364096,,0.896882494004796,1,,0
Images basic features vs gdp per capita,logistic lasso regression,Features standardised,down,0.896882494004796,0.945638432364096,,0.896882494004796,1,,0
Images basic features vs gdp per capita,logistic lasso regression,Features standardised,up,0.896882494004796,0.945638432364096,,0.896882494004796,1,,0
Images basic features vs gdp per capita,logistic lasso regression,Features standardised,smote,0.896882494004796,0.945638432364096,,0.896882494004796,1,,0
Images basic features vs gdp per capita,logistic ridge regression,Features level,no sampling,0.896882494004796,0.945638432364096,,0.896882494004796,1,,0
Images basic features vs gdp per capita,logistic ridge regression,Features level,down,0.896882494004796,0.945638432364096,,0.896882494004796,1,,0
Images basic features vs gdp per capita,logistic ridge regression,Features level,up,0.896882494004796,0.945638432364096,,0.896882494004796,1,,0
Images basic features vs gdp per capita,logistic ridge regression,Features level,smote,0.896882494004796,0.945638432364096,,0.896882494004796,1,,0
Images basic features vs gdp per capita,logistic lasso regression,Features level,no sampling,0.896882494004796,0.945638432364096,,0.896882494004796,1,,0
Images basic features vs gdp per capita,logistic lasso regression,Features level,down,0.896882494004796,0.945638432364096,,0.896882494004796,1,,0
Images basic features vs gdp per capita,logistic lasso regression,Features level,up,0.896882494004796,0.945638432364096,,0.896882494004796,1,,0
Images basic features vs gdp per capita,logistic lasso regression,Features level,smote,0.896882494004796,0.945638432364096,,0.896882494004796,1,,0
Images basic features vs gdp per capita,Decision Tree,Features standardised,no sampling,0.894484412470024,0.944303797468354,,0.896634615384615,0.997326203208556,0,0
Images basic features vs gdp per capita,Decision Tree,Features standardised,down,0.613908872901679,0.738211382113821,0.264840182648402,0.941908713692946,0.606951871657754,0.164772727272727,0.674418604651163
Images basic features vs gdp per capita,Decision Tree,Features standardised,up,0.79136690647482,0.877291960507757,0.304,0.928358208955224,0.831550802139038,0.231707317073171,0.441860465116279
Images basic features vs gdp per capita,Decision Tree,Features standardised,smote,0.738609112709832,0.839941262848752,0.287581699346405,0.931596091205212,0.764705882352941,0.2,0.511627906976744
Images basic features vs gdp per capita,Gradient Boosting,Features standardised,no sampling,0.90167865707434,0.947503201024328,0.226415094339623,0.909090909090909,0.989304812834225,0.6,0.13953488372093
Images basic features vs gdp per capita,Gradient Boosting,Features standardised,down,0.690647482014389,0.804841149773071,0.254335260115607,0.926829268292683,0.711229946524064,0.169230769230769,0.511627906976744
Images basic features vs gdp per capita,Gradient Boosting,Features standardised,up,0.88968824940048,0.940104166666667,0.303030303030303,0.916243654822335,0.96524064171123,0.434782608695652,0.232558139534884
Images basic features vs gdp per capita,Gradient Boosting,Features standardised,smote,0.810551558752998,0.888575458392102,0.368,0.940298507462687,0.842245989304813,0.280487804878049,0.534883720930233
Images basic features vs gdp per capita,Decision Tree,Features level,no sampling,0.894484412470024,0.944303797468354,,0.896634615384615,0.997326203208556,0,0
Images basic features vs gdp per capita,Decision Tree,Features level,down,0.623501199040767,0.751974723538705,0.218905472636816,0.918918918918919,0.636363636363636,0.139240506329114,0.511627906976744
Images basic features vs gdp per capita,Decision Tree,Features level,up,0.805755395683453,0.886075949367089,0.341463414634146,0.934718100890208,0.842245989304813,0.2625,0.488372093023256
Images basic features vs gdp per capita,Decision Tree,Features level,smote,0.752997601918465,0.850072780203785,0.299319727891156,0.932907348242811,0.780748663101604,0.211538461538462,0.511627906976744
Images basic features vs gdp per capita,Gradient Boosting,Features level,no sampling,0.899280575539568,0.946428571428571,0.16,0.904878048780488,0.991978609625668,0.571428571428571,0.0930232558139535
Images basic features vs gdp per capita,Gradient Boosting,Features level,down,0.695443645083933,0.806106870229008,0.290502793296089,0.939501779359431,0.705882352941177,0.191176470588235,0.604651162790698
Images basic features vs gdp per capita,Gradient Boosting,Features level,up,0.880095923261391,0.935064935064935,0.21875,0.909090909090909,0.962566844919786,0.333333333333333,0.162790697674419
Images basic features vs gdp per capita,Gradient Boosting,Features level,smote,0.805755395683453,0.885106382978724,0.372093023255814,0.942598187311178,0.834224598930481,0.27906976744186,0.558139534883721
Images VGG vs gdp per capita,logistic ridge regression with pca,Features standardised,no sampling,0.896882494004796,0.945638432364096,,0.896882494004796,1,,0
Images VGG vs gdp per capita,logistic ridge regression with pca,Features standardised,down,0.896882494004796,0.945638432364096,,0.896882494004796,1,,0
Images VGG vs gdp per capita,logistic ridge regression with pca,Features standardised,up,0.896882494004796,0.945638432364096,,0.896882494004796,1,,0
Images VGG vs gdp per capita,logistic ridge regression with pca,Features standardised,smote,0.896882494004796,0.945638432364096,,0.896882494004796,1,,0
Images VGG vs gdp per capita,logistic lasso regression without pca,Features standardised,no sampling,0.896882494004796,0.945638432364096,,0.896882494004796,1,,0
Images VGG vs gdp per capita,logistic lasso regression without pca,Features standardised,down,0.896882494004796,0.945638432364096,,0.896882494004796,1,,0
Images VGG vs gdp per capita,logistic lasso regression without pca,Features standardised,up,0.896882494004796,0.945638432364096,,0.896882494004796,1,,0
Images VGG vs gdp per capita,logistic lasso regression without pca,Features standardised,smote,0.896882494004796,0.945638432364096,,0.896882494004796,1,,0
Images VGG vs gdp per capita,logistic ridge regression with pca,Features level,no sampling,0.911270983213429,0.952503209242619,0.327272727272727,0.916049382716049,0.991978609625668,0.75,0.209302325581395
Images VGG vs gdp per capita,logistic ridge regression with pca,Features level,down,0.896882494004796,0.945638432364096,,0.896882494004796,1,,0
Images VGG vs gdp per capita,logistic ridge regression with pca,Features level,up,0.913669064748201,0.953246753246753,0.4375,0.926767676767677,0.981283422459893,0.666666666666667,0.325581395348837
Images VGG vs gdp per capita,logistic ridge regression with pca,Features level,smote,0.896882494004796,0.945638432364096,,0.896882494004796,1,,0
Images VGG vs gdp per capita,logistic lasso regression without pca,Features level,no sampling,0.896882494004796,0.945638432364096,,0.896882494004796,1,,0
Images VGG vs gdp per capita,logistic lasso regression without pca,Features level,down,0.896882494004796,0.945638432364096,,0.896882494004796,1,,0
Images VGG vs gdp per capita,logistic lasso regression without pca,Features level,up,0.896882494004796,0.945638432364096,,0.896882494004796,1,,0
Images VGG vs gdp per capita,logistic lasso regression without pca,Features level,smote,0.896882494004796,0.945638432364096,,0.896882494004796,1,,0
Images VGG vs gdp per capita,Decision Tree,Features standardised,no sampling,0.906474820143885,0.949677419354839,0.338983050847458,0.917705735660848,0.983957219251337,0.625,0.232558139534884
Images VGG vs gdp per capita,Decision Tree,Features standardised,down,0.767386091127098,0.862411347517731,0.248062015503876,0.918429003021148,0.812834224598931,0.186046511627907,0.372093023255814
Images VGG vs gdp per capita,Decision Tree,Features standardised,up,0.810551558752998,0.894526034712951,0.0705882352941176,0.893333333333333,0.89572192513369,0.0714285714285714,0.0697674418604651
Images VGG vs gdp per capita,Decision Tree,Features standardised,smote,0.776978417266187,0.868085106382979,0.27906976744186,0.924471299093656,0.818181818181818,0.209302325581395,0.418604651162791
Images VGG vs gdp per capita,Gradient Boosting,Features standardised,no sampling,0.911270983213429,0.952745849297574,0.274509803921569,0.9119804400978,0.997326203208556,0.875,0.162790697674419
Images VGG vs gdp per capita,Gradient Boosting,Features standardised,down,0.731414868105516,0.831831831831832,0.333333333333333,0.948630136986301,0.740641711229947,0.224,0.651162790697675
Images VGG vs gdp per capita,Gradient Boosting,Features standardised,up,0.899280575539568,0.946700507614213,0.0869565217391305,0.900966183574879,0.997326203208556,0.666666666666667,0.0465116279069768
Images VGG vs gdp per capita,Gradient Boosting,Features standardised,smote,0.84652278177458,0.911845730027548,0.407407407407407,0.940340909090909,0.885026737967914,0.338461538461539,0.511627906976744
Images VGG vs gdp per capita,Decision Tree,Features level,no sampling,0.906474820143885,0.949677419354839,0.338983050847458,0.917705735660848,0.983957219251337,0.625,0.232558139534884
Images VGG vs gdp per capita,Decision Tree,Features level,down,0.695443645083933,0.808446455505279,0.257309941520468,0.927335640138408,0.716577540106952,0.171875,0.511627906976744
Images VGG vs gdp per capita,Decision Tree,Features level,up,0.79136690647482,0.880984952120383,0.155339805825243,0.901960784313725,0.86096256684492,0.133333333333333,0.186046511627907
Images VGG vs gdp per capita,Decision Tree,Features level,smote,0.755395683453237,0.853448275862069,0.260869565217391,0.922360248447205,0.794117647058824,0.189473684210526,0.418604651162791
Images VGG vs gdp per capita,Gradient Boosting,Features level,no sampling,0.906474820143885,0.94980694980695,0.315789473684211,0.915632754342432,0.986631016042781,0.642857142857143,0.209302325581395
Images VGG vs gdp per capita,Gradient Boosting,Features level,down,0.743405275779377,0.84287812041116,0.300653594771242,0.93485342019544,0.767379679144385,0.209090909090909,0.534883720930233
Images VGG vs gdp per capita,Gradient Boosting,Features level,up,0.90167865707434,0.947770700636943,0.163265306122449,0.905109489051095,0.994652406417112,0.666666666666667,0.0930232558139535
Images VGG vs gdp per capita,Gradient Boosting,Features level,smote,0.851318944844125,0.916216216216216,0.340425531914894,0.926229508196721,0.906417112299465,0.313725490196078,0.372093023255814
Transfer learning vs gdp per capita,logistic ridge regression with pca,Features standardised,no sampling,0.90167865707434,0.948035487959442,0.0888888888888889,0.901204819277108,1,1,0.0465116279069768
Transfer learning vs gdp per capita,logistic ridge regression with pca,Features standardised,down,0.896882494004796,0.945638432364096,,0.896882494004796,1,,0
Transfer learning vs gdp per capita,logistic ridge regression with pca,Features standardised,up,0.896882494004796,0.945638432364096,,0.896882494004796,1,,0
Transfer learning vs gdp per capita,logistic ridge regression with pca,Features standardised,smote,0.896882494004796,0.945638432364096,,0.896882494004796,1,,0
Transfer learning vs gdp per capita,logistic lasso regression without pca,Features standardised,no sampling,0.896882494004796,0.945638432364096,,0.896882494004796,1,,0
Transfer learning vs gdp per capita,logistic lasso regression without pca,Features standardised,down,0.896882494004796,0.945638432364096,,0.896882494004796,1,,0
Transfer learning vs gdp per capita,logistic lasso regression without pca,Features standardised,up,0.896882494004796,0.945638432364096,,0.896882494004796,1,,0
Transfer learning vs gdp per capita,logistic lasso regression without pca,Features standardised,smote,0.896882494004796,0.945638432364096,,0.896882494004796,1,,0
Transfer learning vs gdp per capita,logistic ridge regression with pca,Features level,no sampling,0.92326139088729,0.958656330749354,0.466666666666667,0.9275,0.991978609625668,0.823529411764706,0.325581395348837
Transfer learning vs gdp per capita,logistic ridge regression with pca,Features level,down,0.906474820143885,0.949935815147625,0.290909090909091,0.91358024691358,0.989304812834225,0.666666666666667,0.186046511627907
Transfer learning vs gdp per capita,logistic ridge regression with pca,Features level,up,0.906474820143885,0.949935815147625,0.290909090909091,0.91358024691358,0.989304812834225,0.666666666666667,0.186046511627907
Transfer learning vs gdp per capita,logistic ridge regression with pca,Features level,smote,0.908872901678657,0.951030927835052,0.344827586206897,0.917910447761194,0.986631016042781,0.666666666666667,0.232558139534884
Transfer learning vs gdp per capita,logistic lasso regression without pca,Features level,no sampling,0.896882494004796,0.945638432364096,,0.896882494004796,1,,0
Transfer learning vs gdp per capita,logistic lasso regression without pca,Features level,down,0.896882494004796,0.945638432364096,,0.896882494004796,1,,0
Transfer learning vs gdp per capita,logistic lasso regression without pca,Features level,up,0.896882494004796,0.945638432364096,,0.896882494004796,1,,0
Transfer learning vs gdp per capita,logistic lasso regression without pca,Features level,smote,0.896882494004796,0.945638432364096,,0.896882494004796,1,,0
Transfer learning vs gdp per capita,Decision Tree,Features standardised,no sampling,0.899280575539568,0.944736842105263,0.432432432432432,0.930051813471503,0.959893048128342,0.516129032258065,0.372093023255814
Transfer learning vs gdp per capita,Decision Tree,Features standardised,down,0.822541966426859,0.895184135977337,0.421875,0.951807228915663,0.844919786096257,0.317647058823529,0.627906976744186
Transfer learning vs gdp per capita,Decision Tree,Features standardised,up,0.822541966426859,0.898071625344353,0.314814814814815,0.926136363636364,0.871657754010695,0.261538461538462,0.395348837209302
Transfer learning vs gdp per capita,Decision Tree,Features standardised,smote,0.822541966426859,0.897222222222222,0.350877192982456,0.933526011560694,0.863636363636364,0.28169014084507,0.465116279069768
Transfer learning vs gdp per capita,Gradient Boosting,Features standardised,no sampling,0.92326139088729,0.958656330749354,0.466666666666667,0.9275,0.991978609625668,0.823529411764706,0.325581395348837
Transfer learning vs gdp per capita,Gradient Boosting,Features standardised,down,0.772182254196643,0.859675036927622,0.394904458598726,0.96039603960396,0.778074866310161,0.271929824561404,0.72093023255814
Transfer learning vs gdp per capita,Gradient Boosting,Features standardised,up,0.911270983213429,0.95137976346912,0.493150684931507,0.935400516795866,0.967914438502674,0.6,0.418604651162791
Transfer learning vs gdp per capita,Gradient Boosting,Features standardised,smote,0.848920863309353,0.912378303198887,0.452173913043478,0.950724637681159,0.877005347593583,0.361111111111111,0.604651162790698
Transfer learning vs gdp per capita,Decision Tree,Features level,no sampling,0.899280575539568,0.944736842105263,0.432432432432432,0.930051813471503,0.959893048128342,0.516129032258065,0.372093023255814
Transfer learning vs gdp per capita,Decision Tree,Features level,down,0.808153477218225,0.885714285714286,0.402985074626866,0.950920245398773,0.828877005347594,0.296703296703297,0.627906976744186
Transfer learning vs gdp per capita,Decision Tree,Features level,up,0.836930455635492,0.905555555555556,0.403508771929825,0.942196531791908,0.871657754010695,0.323943661971831,0.534883720930233
Transfer learning vs gdp per capita,Decision Tree,Features level,smote,0.810551558752998,0.888575458392102,0.368,0.940298507462687,0.842245989304813,0.280487804878049,0.534883720930233
Transfer learning vs gdp per capita,Gradient Boosting,Features level,no sampling,0.918465227817746,0.956298200514139,0.392857142857143,0.920792079207921,0.994652406417112,0.846153846153846,0.255813953488372
Transfer learning vs gdp per capita,Gradient Boosting,Features level,down,0.769784172661871,0.857142857142857,0.407407407407408,0.966442953020134,0.770053475935829,0.277310924369748,0.767441860465116
Transfer learning vs gdp per capita,Gradient Boosting,Features level,up,0.908872901678657,0.95,0.486486486486487,0.935233160621762,0.96524064171123,0.580645161290323,0.418604651162791
Transfer learning vs gdp per capita,Gradient Boosting,Features level,smote,0.858513189448441,0.917941585535466,0.486956521739131,0.956521739130435,0.882352941176471,0.388888888888889,0.651162790697675
lights vs salary,logistic ridge regression,Features standardised,no sampling,0.568345323741007,0.71875,0.0721649484536082,0.566502463054187,0.982905982905983,0.636363636363636,0.0382513661202186
lights vs salary,logistic ridge regression,Features standardised,down,0.568345323741007,0.721362229102167,0.0425531914893617,0.565533980582524,0.995726495726496,0.8,0.0218579234972678
lights vs salary,logistic ridge regression,Features standardised,up,0.558752997601919,0.71604938271605,0.010752688172043,0.560386473429952,0.991452991452991,0.333333333333333,0.00546448087431694
lights vs salary,logistic ridge regression,Features standardised,smote,0.568345323741007,0.71875,0.0721649484536082,0.566502463054187,0.982905982905983,0.636363636363636,0.0382513661202186
lights vs salary,logistic lasso regression,Features standardised,no sampling,0.561151079136691,0.71889400921659,,0.561151079136691,1,,0
lights vs salary,logistic lasso regression,Features standardised,down,0.561151079136691,0.71889400921659,,0.561151079136691,1,,0
lights vs salary,logistic lasso regression,Features standardised,up,0.561151079136691,0.71889400921659,,0.561151079136691,1,,0
lights vs salary,logistic lasso regression,Features standardised,smote,0.561151079136691,0.71889400921659,,0.561151079136691,1,,0
lights vs salary,logistic ridge regression,Features level,no sampling,0.577937649880096,0.721518987341772,0.128712871287129,0.57286432160804,0.974358974358974,0.68421052631579,0.0710382513661202
lights vs salary,logistic ridge regression,Features level,down,0.563549160671463,0.713836477987421,0.0808080808080808,0.564676616915423,0.97008547008547,0.533333333333333,0.0437158469945355
lights vs salary,logistic ridge regression,Features level,up,0.565947242206235,0.717628705148206,0.0621761658031088,0.565110565110565,0.982905982905983,0.6,0.0327868852459016
lights vs salary,logistic ridge regression,Features level,smote,0.570743405275779,0.717219589257504,0.109452736318408,0.568922305764411,0.97008547008547,0.611111111111111,0.0601092896174863
lights vs salary,logistic lasso regression,Features level,no sampling,0.561151079136691,0.718027734976888,0.0108108108108108,0.56144578313253,0.995726495726496,0.5,0.00546448087431694
lights vs salary,logistic lasso regression,Features level,down,0.558752997601919,0.716923076923077,,0.560096153846154,0.995726495726496,0,0
lights vs salary,logistic lasso regression,Features level,up,0.558752997601919,0.71604938271605,0.010752688172043,0.560386473429952,0.991452991452991,0.333333333333333,0.00546448087431694
lights vs salary,logistic lasso regression,Features level,smote,0.561151079136691,0.718027734976888,0.0108108108108108,0.56144578313253,0.995726495726496,0.5,0.00546448087431694
lights vs salary,Decision Tree,Features standardised,no sampling,0.556354916067146,0.711388455538222,0.0414507772020725,0.56019656019656,0.974358974358974,0.4,0.0218579234972678
lights vs salary,Decision Tree,Features standardised,down,0.520383693045564,0.519230769230769,0.521531100478469,0.593406593406593,0.461538461538462,0.463829787234043,0.595628415300546
lights vs salary,Decision Tree,Features standardised,up,0.520383693045564,0.609375,0.37888198757764,0.561151079136691,0.666666666666667,0.438848920863309,0.333333333333333
lights vs salary,Decision Tree,Features standardised,smote,0.561151079136691,0.714508580343214,0.0518134715025907,0.562653562653563,0.978632478632479,0.5,0.0273224043715847
lights vs salary,Gradient Boosting,Features standardised,no sampling,0.570743405275779,0.61505376344086,0.514905149051491,0.619047619047619,0.611111111111111,0.510752688172043,0.519125683060109
lights vs salary,Gradient Boosting,Features standardised,down,0.568345323741007,0.587155963302752,0.547738693467337,0.633663366336634,0.547008547008547,0.506976744186047,0.595628415300546
lights vs salary,Gradient Boosting,Features standardised,up,0.575539568345324,0.609271523178808,0.535433070866142,0.63013698630137,0.58974358974359,0.515151515151515,0.557377049180328
lights vs salary,Gradient Boosting,Features standardised,smote,0.575539568345324,0.672828096118299,0.395904436860068,0.592833876221499,0.777777777777778,0.527272727272727,0.316939890710383
lights vs salary,Decision Tree,Features level,no sampling,0.556354916067146,0.711388455538222,0.0414507772020725,0.56019656019656,0.974358974358974,0.4,0.0218579234972678
lights vs salary,Decision Tree,Features level,down,0.529976019184652,0.643636363636364,0.309859154929577,0.560126582278481,0.756410256410256,0.435643564356436,0.240437158469945
lights vs salary,Decision Tree,Features level,up,0.508393285371703,0.598825831702544,0.365325077399381,0.552346570397112,0.653846153846154,0.421428571428571,0.3224043715847
lights vs salary,Decision Tree,Features level,smote,0.568345323741007,0.720496894409938,0.0526315789473684,0.565853658536585,0.991452991452991,0.714285714285714,0.0273224043715847
lights vs salary,Gradient Boosting,Features level,no sampling,0.563549160671463,0.614406779661017,0.497237569060774,0.609243697478992,0.61965811965812,0.502793296089386,0.491803278688525
lights vs salary,Gradient Boosting,Features level,down,0.558752997601919,0.589285714285714,0.523316062176166,0.616822429906542,0.564102564102564,0.497536945812808,0.551912568306011
lights vs salary,Gradient Boosting,Features level,up,0.563549160671463,0.606060606060606,0.510752688172043,0.614035087719298,0.598290598290598,0.502645502645503,0.519125683060109
lights vs salary,Gradient Boosting,Features level,smote,0.563549160671463,0.656603773584906,0.401315789473684,0.587837837837838,0.743589743589744,0.504132231404959,0.333333333333333
Images basic features vs salary,logistic ridge regression,Features standardised,no sampling,0.561151079136691,0.711811023622047,0.0804020100502513,0.56359102244389,0.965811965811966,0.5,0.0437158469945355
Images basic features vs salary,logistic ridge regression,Features standardised,down,0.568345323741007,0.716981132075472,0.0909090909090909,0.567164179104478,0.974358974358974,0.6,0.0491803278688525
Images basic features vs salary,logistic ridge regression,Features standardised,up,0.568345323741007,0.71875,0.0721649484536082,0.566502463054187,0.982905982905983,0.636363636363636,0.0382513661202186
Images basic features vs salary,logistic ridge regression,Features standardised,smote,0.563549160671463,0.713836477987421,0.0808080808080808,0.564676616915423,0.97008547008547,0.533333333333333,0.0437158469945355
Images basic features vs salary,logistic lasso regression,Features standardised,no sampling,0.561151079136691,0.71889400921659,,0.561151079136691,1,,0
Images basic features vs salary,logistic lasso regression,Features standardised,down,0.561151079136691,0.71889400921659,,0.561151079136691,1,,0
Images basic features vs salary,logistic lasso regression,Features standardised,up,0.561151079136691,0.71889400921659,,0.561151079136691,1,,0
Images basic features vs salary,logistic lasso regression,Features standardised,smote,0.561151079136691,0.71889400921659,,0.561151079136691,1,,0
Images basic features vs salary,logistic ridge regression,Features level,no sampling,0.561151079136691,0.71889400921659,,0.561151079136691,1,,0
Images basic features vs salary,logistic ridge regression,Features level,down,0.561151079136691,0.71889400921659,,0.561151079136691,1,,0
Images basic features vs salary,logistic ridge regression,Features level,up,0.561151079136691,0.71889400921659,,0.561151079136691,1,,0
Images basic features vs salary,logistic ridge regression,Features level,smote,0.561151079136691,0.71889400921659,,0.561151079136691,1,,0
Images basic features vs salary,logistic lasso regression,Features level,no sampling,0.561151079136691,0.71889400921659,,0.561151079136691,1,,0
Images basic features vs salary,logistic lasso regression,Features level,down,0.561151079136691,0.71889400921659,,0.561151079136691,1,,0
Images basic features vs salary,logistic lasso regression,Features level,up,0.561151079136691,0.71889400921659,,0.561151079136691,1,,0
Images basic features vs salary,logistic lasso regression,Features level,smote,0.561151079136691,0.71889400921659,,0.561151079136691,1,,0
Images basic features vs salary,Decision Tree,Features standardised,no sampling,0.570743405275779,0.670349907918969,0.384879725085911,0.588996763754045,0.777777777777778,0.518518518518519,0.306010928961749
Images basic features vs salary,Decision Tree,Features standardised,down,0.54916067146283,0.658181818181818,0.338028169014085,0.572784810126582,0.773504273504274,0.475247524752475,0.262295081967213
Images basic features vs salary,Decision Tree,Features standardised,up,0.546762589928058,0.651933701657459,0.350515463917526,0.572815533980583,0.756410256410256,0.472222222222222,0.278688524590164
Images basic features vs salary,Decision Tree,Features standardised,smote,0.563549160671463,0.715625,0.0618556701030928,0.564039408866995,0.978632478632479,0.545454545454545,0.0327868852459016
Images basic features vs salary,Gradient Boosting,Features standardised,no sampling,0.589928057553957,0.647422680412371,0.510028653295129,0.625498007968128,0.670940170940171,0.536144578313253,0.486338797814208
Images basic features vs salary,Gradient Boosting,Features standardised,down,0.568345323741007,0.612068965517241,0.513513513513514,0.617391304347826,0.606837606837607,0.508021390374332,0.519125683060109
Images basic features vs salary,Gradient Boosting,Features standardised,up,0.580335731414868,0.611973392461197,0.543080939947781,0.63594470046083,0.58974358974359,0.52,0.568306010928962
Images basic features vs salary,Gradient Boosting,Features standardised,smote,0.585131894484413,0.64033264033264,0.509915014164306,0.623481781376518,0.658119658119658,0.529411764705882,0.491803278688525
Images basic features vs salary,Decision Tree,Features level,no sampling,0.570743405275779,0.670349907918969,0.384879725085911,0.588996763754045,0.777777777777778,0.518518518518519,0.306010928961749
