Variable,Model,Detail,Sampling,Accuracy,F1_low,F1_high,Precision_low,Recall_low,Precision_high,Recall_high
Images basic features vs gdp per capita,Decision Tree,Features level,up,0.86491935483871,0.0563380281690141,0.927252985884908,0.0454545454545455,0.0740740740740741,0.944690265486726,0.91044776119403
Images basic features vs gdp per capita,Decision Tree,Features level,smote,0.685483870967742,0.113636363636364,0.808823529411765,0.0671140939597315,0.37037037037037,0.951008645533141,0.70362473347548
Images basic features vs gdp per capita,Gradient Boosting,Features level,no sampling,0.945564516129032,,0.972020725388601,,0,0.945564516129032,1
Images basic features vs gdp per capita,Gradient Boosting,Features level,down,0.616935483870968,0.144144144144144,0.753246753246753,0.082051282051282,0.592592592592593,0.963455149501661,0.618336886993603
Images basic features vs gdp per capita,Gradient Boosting,Features level,up,0.9375,0.0606060606060606,0.967674661105318,0.166666666666667,0.037037037037037,0.946938775510204,0.989339019189765
Images basic features vs gdp per capita,Gradient Boosting,Features level,smote,0.786290322580645,0.208955223880597,0.876456876456876,0.130841121495327,0.518518518518519,0.966580976863753,0.801705756929638
Images VGG vs gdp per capita,logistic ridge regression with pca,Features standardised,no sampling,0.945564516129032,,0.972020725388601,,0,0.945564516129032,1
Images VGG vs gdp per capita,logistic ridge regression with pca,Features standardised,down,0.945564516129032,,0.972020725388601,,0,0.945564516129032,1
Images VGG vs gdp per capita,logistic ridge regression with pca,Features standardised,up,0.945564516129032,,0.972020725388601,,0,0.945564516129032,1
Images VGG vs gdp per capita,logistic ridge regression with pca,Features standardised,smote,0.945564516129032,,0.972020725388601,,0,0.945564516129032,1
Images VGG vs gdp per capita,logistic lasso regression without pca,Features standardised,no sampling,0.945564516129032,,0.972020725388601,,0,0.945564516129032,1
Images VGG vs gdp per capita,logistic lasso regression without pca,Features standardised,down,0.945564516129032,,0.972020725388601,,0,0.945564516129032,1
Images VGG vs gdp per capita,logistic lasso regression without pca,Features standardised,up,0.945564516129032,,0.972020725388601,,0,0.945564516129032,1
Images VGG vs gdp per capita,logistic lasso regression without pca,Features standardised,smote,0.945564516129032,,0.972020725388601,,0,0.945564516129032,1
Images VGG vs gdp per capita,logistic ridge regression with pca,Features level,no sampling,0.945564516129032,,0.972020725388601,,0,0.945564516129032,1
Images VGG vs gdp per capita,logistic ridge regression with pca,Features level,down,0.943548387096774,0.0666666666666667,0.970893970893971,0.333333333333333,0.037037037037037,0.947261663286004,0.995735607675906
Images VGG vs gdp per capita,logistic ridge regression with pca,Features level,up,0.939516129032258,0.0625,0.96875,0.2,0.037037037037037,0.94704684317719,0.991471215351812
Images VGG vs gdp per capita,logistic ridge regression with pca,Features level,smote,0.945564516129032,,0.972020725388601,,0,0.945564516129032,1
Images VGG vs gdp per capita,logistic lasso regression without pca,Features level,no sampling,0.945564516129032,,0.972020725388601,,0,0.945564516129032,1
Images VGG vs gdp per capita,logistic lasso regression without pca,Features level,down,0.945564516129032,,0.972020725388601,,0,0.945564516129032,1
Images VGG vs gdp per capita,logistic lasso regression without pca,Features level,up,0.945564516129032,,0.972020725388601,,0,0.945564516129032,1
Images VGG vs gdp per capita,logistic lasso regression without pca,Features level,smote,0.945564516129032,,0.972020725388601,,0,0.945564516129032,1
Images VGG vs gdp per capita,Decision Tree,Features standardised,no sampling,0.945564516129032,,0.972020725388601,,0,0.945564516129032,1
Images VGG vs gdp per capita,Decision Tree,Features standardised,down,0.602822580645161,0.124444444444444,0.743155149934811,0.0707070707070707,0.518518518518519,0.956375838926174,0.607675906183369
Images VGG vs gdp per capita,Decision Tree,Features standardised,up,0.891129032258064,0.0357142857142857,0.942307692307692,0.0344827586206897,0.037037037037037,0.944325481798715,0.940298507462687
Images VGG vs gdp per capita,Decision Tree,Features standardised,smote,0.754032258064516,0.128571428571429,0.856807511737089,0.079646017699115,0.333333333333333,0.953002610966058,0.778251599147122
Images VGG vs gdp per capita,Gradient Boosting,Features standardised,no sampling,0.94758064516129,0.0714285714285714,0.973029045643153,1,0.037037037037037,0.947474747474747,1
Images VGG vs gdp per capita,Gradient Boosting,Features standardised,down,0.643145161290323,0.184331797235023,0.771612903225806,0.105263157894737,0.740740740740741,0.977124183006536,0.637526652452026
Images VGG vs gdp per capita,Gradient Boosting,Features standardised,up,0.945564516129032,,0.972020725388601,,0,0.945564516129032,1
Images VGG vs gdp per capita,Gradient Boosting,Features standardised,smote,0.860887096774194,0.168674698795181,0.924092409240924,0.125,0.259259259259259,0.954545454545455,0.895522388059702
Images VGG vs gdp per capita,Decision Tree,Features level,no sampling,0.945564516129032,,0.972020725388601,,0,0.945564516129032,1
Images VGG vs gdp per capita,Decision Tree,Features level,down,0.516129032258065,0.0909090909090909,0.67032967032967,0.0506329113924051,0.444444444444444,0.942084942084942,0.520255863539446
Images VGG vs gdp per capita,Decision Tree,Features level,up,0.917338709677419,0.0888888888888889,0.956705385427666,0.111111111111111,0.0740740740740741,0.947698744769875,0.965884861407249
Images VGG vs gdp per capita,Decision Tree,Features level,smote,0.731854838709677,0.119205298013245,0.841854934601665,0.0725806451612903,0.333333333333333,0.951612903225806,0.754797441364606
Images VGG vs gdp per capita,Gradient Boosting,Features level,no sampling,0.94758064516129,0.0714285714285714,0.973029045643153,1,0.037037037037037,0.947474747474747,1
Images VGG vs gdp per capita,Gradient Boosting,Features level,down,0.653225806451613,0.14,0.782828282828283,0.0809248554913295,0.518518518518519,0.959752321981424,0.660980810234542
Images VGG vs gdp per capita,Gradient Boosting,Features level,up,0.94758064516129,0.0714285714285714,0.973029045643153,1,0.037037037037037,0.947474747474747,1
Images VGG vs gdp per capita,Gradient Boosting,Features level,smote,0.850806451612903,0.177777777777778,0.917960088691796,0.126984126984127,0.296296296296296,0.956120092378753,0.88272921108742
Transfer learning vs gdp per capita,logistic ridge regression with pca,Features standardised,no sampling,0.945564516129032,,0.972020725388601,,0,0.945564516129032,1
Transfer learning vs gdp per capita,logistic ridge regression with pca,Features standardised,down,0.945564516129032,,0.972020725388601,,0,0.945564516129032,1
Transfer learning vs gdp per capita,logistic ridge regression with pca,Features standardised,up,0.945564516129032,,0.972020725388601,,0,0.945564516129032,1
Transfer learning vs gdp per capita,logistic ridge regression with pca,Features standardised,smote,0.945564516129032,,0.972020725388601,,0,0.945564516129032,1
Transfer learning vs gdp per capita,logistic lasso regression without pca,Features standardised,no sampling,0.945564516129032,,0.972020725388601,,0,0.945564516129032,1
Transfer learning vs gdp per capita,logistic lasso regression without pca,Features standardised,down,0.945564516129032,,0.972020725388601,,0,0.945564516129032,1
Transfer learning vs gdp per capita,logistic lasso regression without pca,Features standardised,up,0.945564516129032,,0.972020725388601,,0,0.945564516129032,1
Transfer learning vs gdp per capita,logistic lasso regression without pca,Features standardised,smote,0.945564516129032,,0.972020725388601,,0,0.945564516129032,1
Transfer learning vs gdp per capita,logistic ridge regression with pca,Features level,no sampling,0.945564516129032,,0.972020725388601,,0,0.945564516129032,1
Transfer learning vs gdp per capita,logistic ridge regression with pca,Features level,down,0.943548387096774,,0.970954356846473,0,0,0.945454545454546,0.997867803837953
Transfer learning vs gdp per capita,logistic ridge regression with pca,Features level,up,0.943548387096774,,0.970954356846473,0,0,0.945454545454546,0.997867803837953
Transfer learning vs gdp per capita,logistic ridge regression with pca,Features level,smote,0.945564516129032,,0.972020725388601,,0,0.945564516129032,1
Transfer learning vs gdp per capita,logistic lasso regression without pca,Features level,no sampling,0.945564516129032,,0.972020725388601,,0,0.945564516129032,1
Transfer learning vs gdp per capita,logistic lasso regression without pca,Features level,down,0.945564516129032,,0.972020725388601,,0,0.945564516129032,1
Transfer learning vs gdp per capita,logistic lasso regression without pca,Features level,up,0.945564516129032,,0.972020725388601,,0,0.945564516129032,1
Transfer learning vs gdp per capita,logistic lasso regression without pca,Features level,smote,0.945564516129032,,0.972020725388601,,0,0.945564516129032,1
Transfer learning vs gdp per capita,Decision Tree,Features standardised,no sampling,0.929435483870968,0.0540540540540541,0.963350785340314,0.1,0.037037037037037,0.946502057613169,0.980810234541578
Transfer learning vs gdp per capita,Decision Tree,Features standardised,down,0.554435483870968,0.112449799196787,0.702557200538358,0.0630630630630631,0.518518518518519,0.952554744525547,0.556503198294243
Transfer learning vs gdp per capita,Decision Tree,Features standardised,up,0.883064516129032,0.171428571428571,0.937093275488069,0.13953488372093,0.222222222222222,0.95364238410596,0.921108742004264
Transfer learning vs gdp per capita,Decision Tree,Features standardised,smote,0.703629032258065,0.169491525423729,0.819631901840491,0.1,0.555555555555556,0.965317919075144,0.712153518123667
Transfer learning vs gdp per capita,Gradient Boosting,Features standardised,no sampling,0.949596774193548,0.193548387096774,0.973985431841831,0.75,0.111111111111111,0.951219512195122,0.997867803837953
Transfer learning vs gdp per capita,Gradient Boosting,Features standardised,down,0.653225806451613,0.180952380952381,0.780051150895141,0.103825136612022,0.703703703703704,0.97444089456869,0.650319829424307
Transfer learning vs gdp per capita,Gradient Boosting,Features standardised,up,0.943548387096774,0.0666666666666667,0.970893970893971,0.333333333333333,0.037037037037037,0.947261663286004,0.995735607675906
Transfer learning vs gdp per capita,Gradient Boosting,Features standardised,smote,0.844758064516129,0.222222222222222,0.913773796192609,0.152777777777778,0.407407407407407,0.962264150943396,0.869936034115139
Transfer learning vs gdp per capita,Decision Tree,Features level,no sampling,0.929435483870968,0.0540540540540541,0.963350785340314,0.1,0.037037037037037,0.946502057613169,0.980810234541578
Transfer learning vs gdp per capita,Decision Tree,Features level,down,0.580645161290323,0.140495867768595,0.722666666666667,0.0790697674418605,0.62962962962963,0.9644128113879,0.577825159914712
Transfer learning vs gdp per capita,Decision Tree,Features level,up,0.872983870967742,0.136986301369863,0.931447225244831,0.108695652173913,0.185185185185185,0.951111111111111,0.912579957356077
Transfer learning vs gdp per capita,Decision Tree,Features level,smote,0.67741935483871,0.120879120879121,0.802469135802469,0.0709677419354839,0.407407407407407,0.953079178885631,0.692963752665245
Transfer learning vs gdp per capita,Gradient Boosting,Features level,no sampling,0.949596774193548,0.242424242424242,0.97393117831074,0.666666666666667,0.148148148148148,0.953061224489796,0.995735607675906
Transfer learning vs gdp per capita,Gradient Boosting,Features level,down,0.645161290322581,0.161904761904762,0.774936061381074,0.092896174863388,0.62962962962963,0.968051118210863,0.646055437100213
Transfer learning vs gdp per capita,Gradient Boosting,Features level,up,0.941532258064516,0.121212121212121,0.969760166840459,0.333333333333333,0.0740740740740741,0.948979591836735,0.991471215351812
Transfer learning vs gdp per capita,Gradient Boosting,Features level,smote,0.838709677419355,0.259259259259259,0.909502262443439,0.17283950617284,0.518518518518519,0.968674698795181,0.857142857142857
lights vs salary,logistic ridge regression,Features standardised,no sampling,0.6875,,0.814814814814815,,0,0.6875,1
lights vs salary,logistic ridge regression,Features standardised,down,0.6875,,0.814814814814815,,0,0.6875,1
lights vs salary,logistic ridge regression,Features standardised,up,0.6875,,0.814814814814815,,0,0.6875,1
lights vs salary,logistic ridge regression,Features standardised,smote,0.6875,,0.814814814814815,,0,0.6875,1
lights vs salary,logistic lasso regression,Features standardised,no sampling,0.6875,,0.814814814814815,,0,0.6875,1
lights vs salary,logistic lasso regression,Features standardised,down,0.6875,,0.814814814814815,,0,0.6875,1
lights vs salary,logistic lasso regression,Features standardised,up,0.6875,,0.814814814814815,,0,0.6875,1
lights vs salary,logistic lasso regression,Features standardised,smote,0.6875,,0.814814814814815,,0,0.6875,1
lights vs salary,logistic ridge regression,Features level,no sampling,0.6875,,0.814814814814815,,0,0.6875,1
lights vs salary,logistic ridge regression,Features level,down,0.6875,,0.814814814814815,,0,0.6875,1
lights vs salary,logistic ridge regression,Features level,up,0.6875,,0.814814814814815,,0,0.6875,1
lights vs salary,logistic ridge regression,Features level,smote,0.6875,,0.814814814814815,,0,0.6875,1
lights vs salary,logistic lasso regression,Features level,no sampling,0.6875,,0.814814814814815,,0,0.6875,1
lights vs salary,logistic lasso regression,Features level,down,0.6875,,0.814814814814815,,0,0.6875,1
lights vs salary,logistic lasso regression,Features level,up,0.6875,,0.814814814814815,,0,0.6875,1
lights vs salary,logistic lasso regression,Features level,smote,0.6875,,0.814814814814815,,0,0.6875,1
lights vs salary,Decision Tree,Features standardised,no sampling,0.639112903225807,0.292490118577075,0.757780784844384,0.377551020408163,0.238709677419355,0.703517587939699,0.821114369501466
lights vs salary,Decision Tree,Features standardised,down,0.560483870967742,0.446700507614213,0.635451505016722,0.368200836820084,0.567741935483871,0.739299610894942,0.557184750733138
lights vs salary,Decision Tree,Features standardised,up,0.57258064516129,0.420765027322404,0.661341853035144,0.364928909952607,0.496774193548387,0.726315789473684,0.607038123167155
lights vs salary,Decision Tree,Features standardised,smote,0.574596774193548,0.381231671554252,0.675883256528418,0.349462365591398,0.419354838709677,0.709677419354839,0.645161290322581
lights vs salary,Gradient Boosting,Features standardised,no sampling,0.683467741935484,0.0484848484848485,0.810157194679565,0.4,0.0258064516129032,0.689300411522634,0.982404692082111
lights vs salary,Gradient Boosting,Features standardised,down,0.594758064516129,0.488549618320611,0.664440734557596,0.403361344537815,0.619354838709677,0.771317829457364,0.583577712609971
lights vs salary,Gradient Boosting,Features standardised,up,0.639112903225807,0.435331230283912,0.734814814814815,0.425925925925926,0.445161290322581,0.74251497005988,0.727272727272727
lights vs salary,Gradient Boosting,Features standardised,smote,0.622983870967742,0.43161094224924,0.717948717948718,0.408045977011494,0.458064516129032,0.739130434782609,0.697947214076246
lights vs salary,Decision Tree,Features level,no sampling,0.639112903225807,0.292490118577075,0.757780784844384,0.377551020408163,0.238709677419355,0.703517587939699,0.821114369501466
lights vs salary,Decision Tree,Features level,down,0.564516129032258,0.440414507772021,0.643564356435644,0.367965367965368,0.548387096774194,0.735849056603774,0.571847507331378
lights vs salary,Decision Tree,Features level,up,0.596774193548387,0.428571428571429,0.688473520249221,0.384615384615385,0.483870967741936,0.73421926910299,0.648093841642229
lights vs salary,Decision Tree,Features level,smote,0.63508064516129,0.449848024316109,0.726998491704374,0.425287356321839,0.47741935483871,0.748447204968944,0.706744868035191
lights vs salary,Gradient Boosting,Features level,no sampling,0.681451612903226,0.0481927710843373,0.808716707021792,0.363636363636364,0.0258064516129032,0.688659793814433,0.979472140762463
lights vs salary,Gradient Boosting,Features level,down,0.592741935483871,0.465608465608466,0.671009771986971,0.394618834080717,0.567741935483871,0.754578754578755,0.604105571847507
lights vs salary,Gradient Boosting,Features level,up,0.643145161290323,0.427184466019417,0.740849194729136,0.428571428571429,0.425806451612903,0.739766081871345,0.741935483870968
lights vs salary,Gradient Boosting,Features level,smote,0.625,0.449704142011834,0.715596330275229,0.415300546448087,0.490322580645161,0.747603833865815,0.686217008797654
Images basic features vs salary,logistic ridge regression,Features standardised,no sampling,0.6875,,0.814814814814815,,0,0.6875,1
Images basic features vs salary,logistic ridge regression,Features standardised,down,0.6875,,0.814814814814815,,0,0.6875,1
Images basic features vs salary,logistic ridge regression,Features standardised,up,0.6875,,0.814814814814815,,0,0.6875,1
Images basic features vs salary,logistic ridge regression,Features standardised,smote,0.6875,,0.814814814814815,,0,0.6875,1
Images basic features vs salary,logistic lasso regression,Features standardised,no sampling,0.6875,,0.814814814814815,,0,0.6875,1
Images basic features vs salary,logistic lasso regression,Features standardised,down,0.6875,,0.814814814814815,,0,0.6875,1
Images basic features vs salary,logistic lasso regression,Features standardised,up,0.6875,,0.814814814814815,,0,0.6875,1
Images basic features vs salary,logistic lasso regression,Features standardised,smote,0.6875,,0.814814814814815,,0,0.6875,1
Images basic features vs salary,logistic ridge regression,Features level,no sampling,0.6875,,0.814814814814815,,0,0.6875,1
Images basic features vs salary,logistic ridge regression,Features level,down,0.6875,,0.814814814814815,,0,0.6875,1
Images basic features vs salary,logistic ridge regression,Features level,up,0.6875,,0.814814814814815,,0,0.6875,1
Images basic features vs salary,logistic ridge regression,Features level,smote,0.6875,,0.814814814814815,,0,0.6875,1
Images basic features vs salary,logistic lasso regression,Features level,no sampling,0.6875,,0.814814814814815,,0,0.6875,1
Images basic features vs salary,logistic lasso regression,Features level,down,0.6875,,0.814814814814815,,0,0.6875,1
Images basic features vs salary,logistic lasso regression,Features level,up,0.6875,,0.814814814814815,,0,0.6875,1
Images basic features vs salary,logistic lasso regression,Features level,smote,0.6875,,0.814814814814815,,0,0.6875,1
Images basic features vs salary,Decision Tree,Features standardised,no sampling,0.629032258064516,0.220338983050848,0.756613756613757,0.320987654320988,0.167741935483871,0.689156626506024,0.838709677419355
Images basic features vs salary,Decision Tree,Features standardised,down,0.526209677419355,0.395886889460154,0.61028192371476,0.329059829059829,0.496774193548387,0.702290076335878,0.539589442815249
Images basic features vs salary,Decision Tree,Features standardised,up,0.556451612903226,0.364161849710983,0.659442724458204,0.329842931937173,0.406451612903226,0.698360655737705,0.624633431085044
Images basic features vs salary,Decision Tree,Features standardised,smote,0.548387096774194,0.36,0.651090342679128,0.323076923076923,0.406451612903226,0.694352159468439,0.612903225806452
Images basic features vs salary,Gradient Boosting,Features standardised,no sampling,0.685483870967742,0.0823529411764706,0.81021897810219,0.466666666666667,0.0451612903225806,0.692307692307692,0.976539589442815
Images basic features vs salary,Gradient Boosting,Features standardised,down,0.570564516129032,0.476658476658477,0.635897435897436,0.384920634920635,0.625806451612903,0.762295081967213,0.545454545454545
Images basic features vs salary,Gradient Boosting,Features standardised,up,0.625,0.345070422535211,0.73728813559322,0.37984496124031,0.316129032258065,0.711171662125341,0.765395894428153
Images basic features vs salary,Gradient Boosting,Features standardised,smote,0.625,0.36734693877551,0.73352435530086,0.388489208633094,0.348387096774194,0.717086834733894,0.750733137829912
Images basic features vs salary,Decision Tree,Features level,no sampling,0.629032258064516,0.220338983050848,0.756613756613757,0.320987654320988,0.167741935483871,0.689156626506024,0.838709677419355
Images basic features vs salary,Decision Tree,Features level,down,0.51008064516129,0.441379310344828,0.563734290843806,0.342857142857143,0.619354838709677,0.726851851851852,0.460410557184751
Images basic features vs salary,Decision Tree,Features level,up,0.538306451612903,0.340057636887608,0.644961240310078,0.307291666666667,0.380645161290323,0.68421052631579,0.609970674486804
Images basic features vs salary,Decision Tree,Features level,smote,0.566532258064516,0.394366197183099,0.662480376766091,0.35,0.451612903225806,0.712837837837838,0.618768328445748
Images basic features vs salary,Gradient Boosting,Features level,no sampling,0.683467741935484,0.0710059171597633,0.809234507897934,0.428571428571429,0.0387096774193548,0.690871369294606,0.976539589442815
Images basic features vs salary,Gradient Boosting,Features level,down,0.57258064516129,0.445026178010471,0.652459016393443,0.374449339207049,0.548387096774194,0.739776951672863,0.583577712609971
Images basic features vs salary,Gradient Boosting,Features level,up,0.616935483870968,0.409937888198758,0.716417910447761,0.395209580838323,0.425806451612903,0.729483282674772,0.703812316715543
Images basic features vs salary,Gradient Boosting,Features level,smote,0.610887096774194,0.423880597014925,0.706240487062405,0.394444444444444,0.458064516129032,0.734177215189873,0.680351906158358
Images VGG vs salary,logistic ridge regression with pca,Features standardised,no sampling,0.685483870967742,0.0126582278481013,0.81294964028777,0.333333333333333,0.00645161290322581,0.68762677484787,0.994134897360704
Images VGG vs salary,logistic ridge regression with pca,Features standardised,down,0.689516129032258,0.0128205128205128,0.81578947368421,1,0.00645161290322581,0.688888888888889,1
Images VGG vs salary,logistic ridge regression with pca,Features standardised,up,0.6875,,0.814814814814815,,0,0.6875,1
Images VGG vs salary,logistic ridge regression with pca,Features standardised,smote,0.6875,,0.814814814814815,,0,0.6875,1
Images VGG vs salary,logistic lasso regression without pca,Features standardised,no sampling,0.6875,,0.814814814814815,,0,0.6875,1
Images VGG vs salary,logistic lasso regression without pca,Features standardised,down,0.6875,,0.814814814814815,,0,0.6875,1
Images VGG vs salary,logistic lasso regression without pca,Features standardised,up,0.6875,,0.814814814814815,,0,0.6875,1
Images VGG vs salary,logistic lasso regression without pca,Features standardised,smote,0.6875,,0.814814814814815,,0,0.6875,1
